,Unnamed: 0,tweet_text,sentiment,emojis
706,33737,bernardobida Himpocrita! HA CORDA BISAO! daciolo neles! segura na mao de Deus ! Perai como assim nao é sobre politica? Ah bidao... Só vim aqui criticar criar polemica brigar com amigos divulgar umas fake e nao vai ter nada disso? Ah... Unlike ( 🤣🤣🤣🤣🤣🤣🤣🤣,0,"['🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣']"
707,33738,Nunca te pedi nada meu candidato kkkk mais seria ótimo 👏🏻👏🏻👏🏻 Dê preferência com um salário que da pra dar uns rolê bem maneiro pelo mundo ))))),1,"['👏', '🏻', '👏', '🏻', '👏', '🏻']"
708,33763,Menções honrosas Deputada estadual Iza Lourença Izalourenca Governador João Batista jbmaresguia Presidente Marina Silva MarinaSilva Quem sabe na próxima D Agradeço a ClaudiaAbdo5 e o_cesinha_dr pela ajuda na pesquisa e decisão. ❤,1,['❤']
709,33890,Kk estudei mt bem sobre o Ciro meus pais tb ) entre todos ali ele é o menos pior ( tem o Amoedo mas prefiro ciro) ninguém é influenciado aqui não 😉 https//t.co/azdQrkHwvt,1,['😉']
710,33978,... ÉaManHã  ) GEnTEInTElIGEnTE'dmarcy 👑 VaMOsTIrar esse nojo chamd bolsonaro um nazista de quinta n PrIMEIrOTUrno/ NÃO deixando Para 💫 tirá-lo no sEGUnDoTUrno/ e às 💋 pessoasburras só lamento/* ÉPrafrEnTEqUEsEanDa 💋 ElEIçÕEs2018 elenão eleNUNCA elejamais,1,"['👑', '💫', '💋', '💋']"
711,34132,dps de votar vou pra festinha da Isa encher o rabo de comidinha 😋 espero que essa não seja a minha última festinha ( VOTA NO CIRO! É 1️⃣2️⃣ E CONFIRMA ✅,0,"['😋', '✅']"
712,34137,Bom diaa ) Votem no Ciro 😘,1,['😘']
713,34228,Feliz aniversário presidente Lula! ♥️🚩⭐️ “sem medo de ser feliz ( LulaLivre Luladay,0,"['♥', '🚩', '⭐']"
714,34232,Mdetristeza Chris68234463 SilmaraEster sandraspf MarceloTas Ainda bem que ele não está sendo candidato ao legislativo. Como chefe de executivo ele fez bastante coisa. Mas a um dia da eleição não é mais questão de não saber é de não querer saber. E não tem problema -) democracia também é isso 🌹,1,['🌹']
715,34367,abri o app do fb e ele me deslogou tentei fazer o login e falou que a senha tava incorreta dai já pensei UM BOLSOMINION ME HACKEOU 😳 mas foi só um susto ))),1,['😳']
716,34443,redioheid ai ( entendo no meu caso eh so mta ignorância e conservadorismo mesmo mas fico feliz por vc !! ai sim 👍💗,0,"['👍', '💗']"
717,34476,poseidonzinho https//t.co/PmEfleSGnN Por favor lê aí Se vc animar ler a biografia dela pelo menos na Wikipédia msm ) Ela era uma mulher francesa (França fazia parte dos Aliados durante a Guerra Mundial II) muito inteligente 🙃,1,['🙃']
718,34653,vectoriaaaa rvtereivax HEHEH EU SOU A PESSOA CERTA! A Adriana é do PT e a Tatiana Lemos é do PCdoB então são da mesma coligação ) eu conheço mais a Adriana que tem várias propostas na área da defesa da mulher combate ao feminicídio e defesa do consumidor! Você pode ler mais sobre ela aqui ❤️ https//t.co/0njK4VWd96,1,['❤']
719,34826,indiarafa Infelizmente há uma desunião muito grande... ( nossa democracia é muito jovem. Acho que o Brasil já nasceu errado coitado... Mas não é do dia pra noite que vamos conseguir mudar né... Se fosse fácil assim bastaria eleger um Messias e pronto! Mas não é 😢,0,['😢']
720,34843,acabo de descobrir que a moça que faz minha sobrancelha é fascista e homofóbica ( acabou de me falar um monte de merda sobre homossexual 😭😭😭 que tristeza meu deus,0,"['😭', '😭', '😭']"
721,34974,MaTieppo victorfrainer eu pensei nele tbm (((( fiquei mto em dúvida mas gosto de ter uma opção representando minha profissão e tals. Ícone sensata vc ❤️ victro vc vai de que pro senado? e governador vcs já decidiram entre o ruim e o pior?,0,['❤']
722,35011,marcuti Não encontrei pesquisas pro legislativo só senado ( Pensando na ideia de fortalecer a legenda mas tbm considerando a cláusula de barreira acho que meu segundo senador vai ser o Chico Santana do Psol (o primeiro é Marivaldo 💜). Distrital não decidi acho o Max ótimo!,0,['💜']
723,35032,E essa dupla de gordinhos do PSOL? ) Amanhã é Tarcisio50 e Cinco5055 ✊🏾 https//t.co/RHP65aQ6g3,1,"['✊', '🏾']"
724,35190,samiabomfim bancadaativista esuplicy silviaferraro_ LisetePSOL GuilhermeBoulos Estamos juntas! Conte comigo para isso ) Amanhã elegeremos a mais nova deputada federal jovem e feminista de SP pelo PSOL ❤,1,['❤']
725,35287,Eu tô muito triste porque o Temer vai sair e ninguém topou fazer o bundaço fora Temer comigo ( Mas era só brincadeirinha viu presidento? 💕,0,['💕']
726,35361,hillianhill Aí não acredito que merda ( isso é prova de que bolsominion só atrapalha os outros obg pelo aviso 😌,0,['😌']
727,35404,_Bitteli hoje eu tive uma briga bem horrível com meu avô e foi por causa de política ( ele fica idolatrando o Coiso toda hora isso me suga muito ele nem vota (amém) e tem pré - conceitos de outra época mas é muito desgastante lidar com esse tipo de gente 😭 machuca demais,0,['😭']
728,35487,Maycon_Charbel As pessoas temem ameaça comunista 😂😂😂 Fico impressionada com a ignorância do povo (,0,"['😂', '😂', '😂']"
729,35488,[30/9 2224] Gatinha Comunista🐦💚 morre sozinhi entao [30/9 2224] Gatinha Comunista🐦💚 noss adwsculpa le [30/9 2224] Gatinha Comunista🐦💚 serio desculpa ( ÓTIMO CONSELHOS GLR https//t.co/qNySI3QWFV,0,"['🐦', '💚', '🐦', '💚', '🐦', '💚']"
730,35554,_chei Hello please find the unroll here Thread by abstrusivo a parte mais frustrante de tudo isso é a inevitabilidade da coisa não to falando de vitória ou derrota do fascista nas u […] https//t.co/3XH4X6Edme Enjoy ) 🤖,1,['🤖']
731,35585,galo_vasco Hola you can read it here Thread by abstrusivo a parte mais frustrante de tudo isso é a inevitabilidade da coisa não to falando de vitória ou derrota do fascista nas u […] https//t.co/3XH4X6Edme Enjoy ) 🤖,1,['🤖']
732,35586,felipe_autran Taí um jeito oblíquo de questionar as urnas 🤦 Já vi que não importa quem vencer a outra parte vai questionar a legitimidade de alguma forma. Nossa democracia segue evoluindo para trás... (,0,['🤦']
733,35717,juuniorsoares milenauros tá sendo horrível e não vai ser fácil daqui por diante ( independente de quem ganhar espero q todos tenham força pra lutar pq vai ser mais que necessario em qualquer governo!! piadas a parte a gente precisa saber que temos uns aos outros 💕,0,['💕']
734,35757,leti_go_ mds eu amo eeeeeleeee !!! 😭😭😭😭😭 em civil war ele justamente vai contra o governo pra ajudar o bucky e pq ele achava q eles tavam errados! princípios fortes nunca abandona um amigo ou avenger gente boa engraçadinho (,0,"['😭', '😭', '😭', '😭', '😭']"
735,35774,alicebiruta Gente que fofo. Que sirva de exemplo pra todo mundo. Paz nas eleições ) ❤️,1,['❤']
736,35789,isaprad0 Pior que somos ( O governo ganha mais poder ainda quando as pessoas decidem ficar quietas. O problema é a qualidade dos políticos estão sendo promovidos. Será que algum deles realmente oferece ameaça substancial ao sistema estatal? 🤔,0,['🤔']
737,35808,LiiviaLacerda Nichess_ contrafeito marimach_ obg amore. ❤️ o q importa é q a democracia seja defendida né ),1,['❤']
738,35845,hiorransoares Caara eu to bem dividido não fui muito com a cara desse homem. O que eu vi do debate o do psol parecia melhor mas ta la em último eu acho ( os três primeiros tem cara de que vão roubar demaaais 😑,0,['😑']
739,35903,helennonato thailonlucas LindoneiaPinto AqueleMatinho akadilucas jiraiyagostoso IanLuan prentzs CdNLeon Mas eu respeito seu voto helennonato ) isso é uma democracia e cada um tem um lado e opinião.😊,1,['😊']
740,35939,ricardoXcomin pode cree!! 🤘 nao temos a mesma concepçao e forma de vermos as coisas mas obg pela educação.. Q a democracia p smp viva ),1,['🤘']
741,35970,Minha colinha só tem psol kakkakakakkakaka so3 presidente que não ( DESCULPA GuilhermeBoulos 😭😭😭😭😭😭,0,"['😭', '😭', '😭', '😭', '😭', '😭']"
742,35982,folha Nah fala merda não. Fato eh que psol foi é e será irrelevante. ) Mas ae chora mais que comuna bom é comuna chorando 😭,1,['😭']
743,35990,Sério eu quero tanto que essa política acabe logo. É tão nojento tudo isso ( Essa fanatismo esse extremismo acaba fazendo a gente se sentir mal 😢 https//t.co/HAj7nkaqxM,0,['😢']
744,35991,LuccaYann migo primeiramente feliz aniversário você é um anjooooo 💖 segundamente sobre teu tweet minha tl também mas infelizmente o twitter cria uma bolha que parece que muitas pessoas tem uma certa posição política só que a realidade é bem diferente pq isso engloba mais pessoas (,0,['💖']
745,36108,inespedrosa_pt Pat_LerPorAi faz muitíssimo bem ) eu ando a treinar ao meu ritmo 😉,1,['😉']
746,36393,fxrnvndx ( Não fala isso Fer eu ainda não perdi as esperanças nessas eleições aguenta firme ok? ❤️,0,['❤']
747,36486,[30/9 2215] Jennifer desculpa mas eu n to prestando atenção no debate ( [30/9 2215] Heinri Maf 💛 nem eu. tô falando com você mas você só fala de mulher [30/9 2219] Jennifer tu falando de politica e eu de mulher boa noite,0,['💛']
748,36495,Eu não aguento mais abrir qualquer rede social e só ter políticaaaaaa ( na verdade a política ok problema é essa briga constante entre os que votam no coiso 😵,0,['😵']
749,36605,N concordo com sua opinião política mas acho vc muito fofa e defenderei seu direito de expressar. — isso que importa )))) e obrigada more ♥️♥️ https//t.co/fpWYcARWOD,1,"['♥', '♥']"
750,36649,acciobarbara Sdds mozi ( bar da tia infelizmente agora só em memória mas tem pano pra manga pra gente chorar as pitanga junto sobre política haha 😊,0,['😊']
751,36679,Uma pena ela sofrer tanto racismo machismo e ter apoiado o impeachment (( Fica difícil acreditar que um dia eu vou ser bem representada na política quando a única mulher que conseguiu chegar legitimamente na presidência sofreu um golpe 💔 https//t.co/xtfku7o73g,0,['💔']
752,36707,Dependendo de quem for eleito e se o governo for ruim vou fazer uma camisa escrita A culpa não é minha eu votei no Geraldo Alckmin! p 🤙🏻,1,"['🤙', '🏻']"
753,36734,DoVegana 😂😂😂 Lacrou 😂😂😂 Não sabe PORRA nenhuma de política ) Ou seja marmitadebandido ),1,"['😂', '😂', '😂', '😂', '😂', '😂']"
754,36764,Não sei oq postarei depois das eleições ( Por falar nisso Bolsonaro17No1ºTurno 👉🏽👉🏽😎 TuíteUmaConfissão,0,"['👉', '🏽', '👉', '🏽', '😎']"
755,36794,eduarduq cobre ❤️❤️ provavelmente n pq eh uma semana antes do seg turno das eleições né daí acho q vou só no segundo turno ( mas eu vou pro daqui tu vai?,0,"['❤', '❤']"
756,36829,Melhror parte das eleições é quando não temos aula um dia por conta da arrumação da escola❤ Aoooo coisa boa ),1,['❤']
757,36842,É só política mesmo nas redes sociais na rua uma boa parte do tempo. Mas será que não é de suma importância? ) É NECESSÁRIO falar disso Cada dia uma coisa horrível acontece imagina se o coiso ganha 😷,1,['😷']
758,36864,eu não posso com isto ( eu amo as pessoas que me escreveram 💜 https//t.co/KTOH4FYCdv,0,['💜']
759,36885,2 de paus ) https//t.co/To6iTBFYO8♉️👍para esta semana,1,"['♉', '👍']"
760,36922,pra quem pensa em votar no eduardo paes romario e afins ou tá desacreditado na política pra governador do rj liga na globo e assiste o MottaTarcisio ) o rio tem jeito! 🖤 TarcisioNaGlobo,1,['🖤']
761,36928,juscp15 Thankzzzzz sorry só ter visto agora ( Beijinhos ❤️,0,['❤']
762,36932,safbf UFSM 💚 vou me programar pra ir te assistir. tuas análises lúcidas sobre a conjuntura política tem sido leitura obrigatória e diária pra mim ),1,['💚']
763,36992,_drizzygurl (( agr fiquei com bue saudades tuas e do nosso PT 💔,0,['💔']
764,37012,nathyene que legal! eu procurei na amazon só q só tem em inglês vou procurar melhor )) mano não sei se vc conhece mas tenho gostado bastante de acompanhar sobre política internacional pelo perfil e podcast do XadrezVerbal eles são ótimos 🤗,1,['🤗']
765,37040,Familiabreu Jura? Cê tá aonde? Saudade de vc ativa aqui sempre! 🤧 ela tá! Ainda não foi perguntada! Mas tiro no pé essa candidatura do PT! Adoro a Márcia filósofa e ativista! A candidata não orna! Era pra ser o Celso Amorim. Não sei pq ele declinou...mas imagino... (,0,['🤧']
766,37084,forzhangs Poxa não era essa a intenção. 😕 Você pode configurar o horário ativo no Windows. Veja https//t.co/lR1WKVOm0N. ),1,['😕']
767,37158,RenatoFragoso1 Monica Francisco psol!!! 50888! ) era do mandato da Marielle sempre fez militancia popular e tem uma historia do caralho na defesa dos direitos humanos. Ta com um programa mto bom tbm! Dá uma olhadinha na pagina dela ❤️ https//t.co/8Tn0DJvDEv,1,['❤']
768,37190,Deus me perdoe mas se o PT ganhar de novo eu vou fazer de tudo pra sair desse país(eu já qro isso) nem q demore mas vou tentar ...muito triste tudo isso ( 🇧🇷💛💚,0,"['💛', '💚']"
769,37199,🔴 ONLINE 🔴 - https//t.co/DlZOkSroVA 🎮 JOGO 🎮 - PUBG 🏃 GOAL/RUMO 300 FOLLOWERS 🎢 ANDA DIVERTIR-TE 🆓 Follow 💵 Subscrição/Donativo O MEU CARRO MORREU -( (PT/EN/BR) https//t.co/tJOxNWHjZo,0,"['🔴', '🔴', '🎮', '🎮', '🏃', '🎢', '🆓', '💵']"
770,37202,Se alguém fala em sustentabilidade minhas orelhas já ficam em pé D igual meus cachorros quando escutam barulho de saco de padaria 😂 Li seu plano de governo e é com ele que eu vou!!! maresguia redesustentabilidade https//t.co/YsuM2asWMl,1,['😂']
771,37211,_idkilovebts_ 👉 https//t.co/918lF7JIam tens que ter vpn instalado no telemóvel/PC pra conseguires ver (,0,['👉']
772,37239,To na fila pra votar com minha mãe e varias pessoas falando que vão votar no Bolsonaro 🙄 até me pai (,0,['🙄']
773,37274,Bom demais ver meus amigos apoiando Ciro. Feliz demais com as pessoas que estão ao meu redor ) Amo vocês queridos ❤️,1,['❤']
774,37288,e por hoje é só! ❤💝💗💞 eu literalmente atualizei o dia inteiro hoje dá pra perdoar meu atraso né? ( desculpem decepcionar 💔 hoje o mark foi bem soft não acharam? yukhei já chegou dando pt e nosso fullsun finalmente veio! esse squad ainda vai passar por muita coisa viu? https//t.co/Woccn1aDWB,0,"['❤', '💝', '💗', '💞', '💔']"
775,37305,uhhhh mutuals brasileiras boa sorte caso o bolsonaro ganhe (((💖❤💖💞💖💕 podem sempre vir✈ para portugal u-woo! JSBJDNDJD https//t.co/PiW95krIR5,0,"['💖', '❤', '💖', '💞', '💖', '💕', '✈']"
776,37365,😡centro contra pt (((,0,['😡']
777,37398,queria private life em pt ( — estamos legendando só pedimos calma ❤️ https//t.co/FkySBmwKjW,0,['❤']
778,37420,NiseokMyHope Eu já fui! ( Mas tenho fé que o Ciro vá pro segundo turno! 🙏,0,['🙏']
779,37438,_always_maggie leticiaaasousa BTS_twt nossa ( não fiques assim pensa sempre 1! também para pensarmos assim temos que trabalhar por isso. Agr com o dinheiro tô na mesma dinheiro? Isso come-se? 👉👈,0,"['👉', '👈']"
780,37467,JacAbreu Não o meu não foi mais legal! O meu foi só mais mal redigido mesmo 😂😂😂 Sorry. Aconteceu a mesma coisa que com você coloquei o dedo naquele dis1 ligado à urna e não nela em si. ),1,"['😂', '😂', '😂']"
781,37600,amigos que vão votar no jairbolsonaro quando votarem tirem foto da urna e postem aqui marcando o mito pra ele ver que o brasil todo o apoia e ficar mais tranquilo de que vai ser ele o nosso presidente! 🙏🏻🙏🏻🙏🏻 vamos espalhar essa corrente ) 👊🏻,1,"['🙏', '🏻', '🙏', '🏻', '🙏', '🏻', '👊', '🏻']"
782,37634,NerdstoneYt É 13 poha ) Haddad ❤️,1,['❤']
783,37662,_sunnytae_ Brasil_LivreB17 sim como a marina mesmo disse sobre o bolso dizer q não aceita o segundo turno vc chamando uma pessoa de burra por votar 17 está sendo contra a democracia sim ) ela tem o direito de votar em quem quiser ja vc não tem direito se chamar a moça de burra ❤,1,['❤']
784,37725,gustavwow Brigado rapaz de verdade ❤️ se o Bolsonaro ganhar esses vídeos precisarão ser extremamente frequentes bom saber que curtiu ),1,['❤']
785,37730,eu tb nao tirei pq o lula foi impedido de se candidatar e eu queria muito muito votar nele ( me arrependo pq o haddad eh otimo aqui em casa todos somos 13 tambem ❤ sorte pra gente https//t.co/eJZ9MlVGoE,0,['❤']
786,37831,dIIwIrma okay bby. desclp por qlqr coisa ) esse assunto me estressa tb. tem pessoas q demonizam o pt/lula tanto ao ponto de n votar em um eventual bolsonaro x haddad. (e sim o pt e lula n sao anjos tem q criticar SIM porem aq eh caso de golpe msm) enfim. boa sorte para nós ♥️,1,['♥']
787,37841,Eu to num ódio que a minha razão me faz querer dar o famigerado Voto Útil™ já no 1º turno e não vou poder votar no Boulos (,0,['™']
788,37857,meu pai falando que meus avós acordaram cedinho pra ir votar tipo antes mesmo de abrir o leito e que foram de ciro e psol no legislativo ah fofos demais ( 💛😔,0,"['💛', '😔']"
789,37862,quiris_ ai eu tô com muito medo de vdd ((((((( eu vou de Ciro mesmo espero que tenha Aquela Reviravolta e ele vá pro segundo turno ele tem que ganhar aquele capeta não pode assumir o poder meu deus eu tô 🤧🤧🤧🤧🤧,0,"['🤧', '🤧', '🤧', '🤧', '🤧']"
790,37930,Com tantas denúncias de fraudes nas urnas em Botafogo-RJ Araxá-Mg e outros entendo a estratégia de alguns anti-PEtralhas que viraram apoiadores de Ciro... ( O 😱,0,['😱']
791,38013,Idéia de brinde para uma festa da firma™ cada colaborador(ranço desse termo) coloca um boleto numa urna e no final são sorteados alguns boletos para serem pagos! Todos ficam felizes ),1,['™']
792,38099,simm eu vi o video disso acontecendo... bicho eu não queria nem o bozo e nem pt então to desesperada e essa manipulação não ajuda ( aposto que é o lula hackeando as urnas la na cadeia 👺👺 https//t.co/IhPGjuD6aX,0,"['👺', '👺']"
793,38104,O desmatamento prejudicou o daciolo ..mts árvores morreram e n pode votar nele ( 😂😂,0,"['😂', '😂']"
794,38127,graças a insistencia do PT na candidatura lula/haddad a chance de nos livrarmos do bolsonaro foi praticamente zerada se nao fosse ele o ciro estaria no segundo turno e ainda por cima ganharia de boa do sal no rabo ) parabens brasil palmas 🤦🏽‍♂️👏🏽👏🏽👏🏽👏🏽 https//t.co/LAuZbsZljw,1,"['🤦', '🏽', '♂', '👏', '🏽', '👏', '🏽', '👏', '🏽', '👏', '🏽']"
795,38305,AU 📌 { vanci} Onde Vanderlei é um eleitor apaixonado pelo Ciro. Que no dia em que ele vai votar não esperava que o mesmo aparecece. Em breve ViraViraClR0 ViraViraCiro12 VOTA EM CIROOOOOOOOOOOO VANDERLEI ) https//t.co/xB0ZCuB1xr,1,['📌']
796,38309,Boa sorte ( brasil 🇧🇷 Estou com vcs ✊ ( EleNão ViraViraClR0,0,['✊']
797,38340,saballap vou pesquisar mais sobre ele ) te amo e EleNao 💖,1,['💖']
798,38398,CdNLeon Meu pai amado galera por favor LEIAM. Primeiro Não pode utilizar celular. 😌 Segundo Ela é do RIO DE JANEIRO e o CANDIDATO EM QUESTÃO É DE SÃO PAULO. Mais explicado que isso só desenhando. Interpretação. ),1,['😌']
799,38412,DaniloGentili 🤣 Pena que Amoedo foi a Fanta de 2018 (,0,['🤣']
800,38467,entendam amigos&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gtcandidato 🤷 pronto já podem reatar as amizades e laços familiares perdidos por causa de eleição obrigada ),1,['🤷']
801,38471,Hubens4 Mello_Caio Como assim o amor da minha vida está no twitter?? Eu tô morrendo de saudade Gui ( ❤️,0,['❤']
802,38505,Vamos lá votar ) bolsonaro 💪💪💪💪💪💪💪,1,"['💪', '💪', '💪', '💪', '💪', '💪', '💪']"
803,38691,vovó morreu ano passado ela era e é o meu tesouro o meu amor a minha vida.. essa foto é das eleições de 2014 fazia questão de votar e ainda andava! )) era viúva de militar mas tenho CERTEZA q ela jamais iria de bozo e sabem o pq?? pq eu tbm era a vida dela🌈 EleNão https//t.co/SBc9vniPdE,1,['🌈']
804,38762,Icemachx não entra na minha cabeça o povo realmente querer a volta do pt ao invés do cirinho 🤙🏿🤙🏿 (,0,"['🤙', '🏿', '🤙', '🏿']"
805,38783,avngerskywalker Mana aqui em sc tá péssimo tbm ((( candidato a governador que apoia o bozo tá ganhado 😭,0,['😭']
806,38807,giovanakury não gi ( pq tá dando segundo entre haddad e pt e sabemos já quem ganha nessa 😭,0,['😭']
807,38826,letsbeobscene Eles se escondem até o momento que tem alguém pra representar eles e logo usam o seu candidato como armadura ( Eu espero que você esteja bem e seguro agora ❤,0,['❤']
808,38973,derickd7 Hahahahah é só minha mãe mesmo. Ela não gosta do PT porém não é antipetista Mas família do meu pai é 13 neles kkkkk se souberem que não votei no Haddad. Enfim que bom que bateu alguns números ❤️ espero que a Sílvia ganhe gosto dela bastante mass difícil (,0,['❤']
809,39032,ceará elegeria ciro ( povo contente com um governador de qualidade te amo ciro ❤️,0,['❤']
810,39034,se o ciro for pro segundo turno eu te chamo na dm anota aí 😜😜 — ai migo ( eu acho q n foi hj 😪 https//t.co/Y2wLtELGC2,0,"['😜', '😜', '😪']"
811,39058,o bozo ganhou onde eu tava trabalhando e ganhou onde meu irmao tava (( mas pelo que me falaram o segundo turno ta entre ele e haddad 😭😭,0,"['😭', '😭']"
812,39059,Eu justifiquei tanto voto hoje de gente que queria votar no Haddad ( 💔,0,['💔']
813,39134,bolsonaro via ganha de qlqr jeito prefiro q seja agr no primeiro pra voltamrmos a programacao normal do twitter P zuera e mees engraçados para zuar com amigos 😃😃😃✌️✌️✌️,1,"['😃', '😃', '😃', '✌', '✌', '✌']"
814,39136,naoomeirrita Precisa não ) O que falam do Bolsonaro é tudo mentira viu. Não se desespere tudo vai continuar do jeito que está pois estamos em 2018! Únicos que devem temer o Bolsonaro são os Corruptos! Fique com Deus! 😘,1,['😘']
815,39346,victximenes Berdantorres Opa. Tudo bem? Então. Eu votei no Ciro. Não gosto do PT. Mesmo. Mas vc pode me dizer por que vc votou no Bolsonaro? Ele quer FUZILAR a oposição e é contra minorias. Isso não é democracia (( me explica? Por favor. Abraço ❤️,0,['❤']
816,39492,nossa que decepcionante ( fiquei triste de estourar que o bolsonaro ganhou ... força pra vcs que moram no brasil 💞 espero que as coisas aí melhoram,0,['💞']
817,39570,jessfndz Vamos ver... eu vou de haddad ❤️ sem medo de ser feliz! ),1,['❤']
818,39944,⚠️ o porquê eu voto no lula e apoio o pt as a thread ⚠️ lembrando que esse é apenas a MINHA opinião que eu gostaria de expressar pra que possam entender uma realidade a qual eu acredito que vocês sul/sudeste não enxergam por não ser conveniente para vocês ),1,"['⚠', '⚠']"
819,40088,FicaTemer ☝️👀 pela ordem da política tupiniquense um Temer deve ser plantado no planalto até 2022 u.U e só ai então na primavera é que se pode podar ) QideiaNinja,1,"['☝', '👀']"
820,40112,AgoraÉHaddad bom dia e vamos a luta ✌️),1,['✌']
821,40134,Essa entrevista do Ciro ❤ Muito triste que perdemos esse homem para presidente (((( elenão,0,['❤']
822,40146,nathyhenriques É um universo paralelo. ) Nesse espaço sideral Boulos é presidente eleito em primeiro turno com 100% dos votos. ☺️☺️,1,"['☺', '☺']"
823,40230,zudoii Sim vejo o amoêdo também como o presidente ideal pro país.. mas infelizmente a maioria não pensa assim ( seja o que Deus quiser ❤️🙏🏻,0,"['❤', '🙏', '🏻']"
824,40242,FicaTemer  -Presta atenção presidente ☝️👀 no dia da troca de faixa você não sai... fala que está indisposto e só vai poder trocar em 2022 ) QideiaNinja \o/,1,"['☝', '👀']"
825,40288,Eu queria tanto que a marina tivesse ganhado ( ( melhor pessoa e melhor candidata ❤,0,['❤']
826,40315,U.u FicaTemer só mais 4 aninhos ai pra gente resolver esse pais rachado D 👍https//t.co/oxMExJxJ9z,1,['👍']
827,40369,[7/10 2202] Sarita Calma galera a elenao vai impedir po [7/10 2202] Sarita N vai ser presidente [7/10 2202] Sarita Vai vir haddad [7/10 2202] Nathalia não vai não ( [7/10 2203] Sarita Eu sei é so pra vcs n ficarem tristes [7/10 2203] Sarita Forças ícones😂,0,['😂']
828,40432,aguedescartoon Espero que o posicionamento dele se torne o posicionamento do partido dele. O que infelizmente creio ser difícil do PSDB fazer. Mas...enquanto a voto...a esperança. Tem vídeo p/o 2° turno? 😀 Meu nome não saiu ( Será que não registrou o apoia-se? 17Neles BOLSONARO17,0,['😀']
829,40438,Meu presidente ficou em sexto... Sem dinheiro sem tempo de tv sem estrutura de mídia! Superando Marina Alvaro Dias Meireles Boulos Vera Eymael e João Goulart! Glória a Deus! D 🙌📖,1,"['🙌', '📖']"
830,40610,Diuuhsantos Ai guria muito obrigada. 💓Acho q tds devem expressar sua opinião e questionar tudo. Me decepciona mt q o pessoal do Twitter em vez de perguntar xinga gratuitamente sem nem conhecer a pessoa e ainda fala do candidato X sendo q faz a mesma coisa senão pior (,0,['💓']
831,40648,Haddad_Fernando você precisa ser mais incisivo com aquele lixo Haddad. por mais que não seja da sua personalidade é como muitos brasileiros veem a força de um candidato ( bote força nas suas palavras e bora pro 2° turno! 👊🏼👊🏽👊🏾,0,"['👊', '🏼', '👊', '🏽', '👊', '🏾']"
832,40683,marcelvanhattem mas o Amoêdo continua no coração ( 🧡 https//t.co/yGEj9OjaJK,0,['🧡']
833,40839,gente....o ciro estudou economia política e HARVARD mano aaaaaaaaa ( ♥️ to devastada,0,['♥']
834,40935,dolfoda Slytherineffect (lembrando uma coisa o qm n sabe) o ciro NAOOOOO é nordestinoele nasceu em sp e veio mto pequeno p o ceará ) amo vcs💗,1,['💗']
835,40980,lowinhighschool Caramba eu tô apavorada com tudo isso cada vez mais tenho nojo do ser humano. Parece que vou ter que votar no PT ( . Se as pessoas tivessem escolhido o Ciro isso não estaria acontecendo. Eu saí alertando todos por aqui e tal PORRAA EU TÔ MUITO MAL 😭,0,['😭']
836,40996,EU E A EVELYN SLA É DIFERENTE ❣️💝💘💞💓💗💖💕💟 [2241 7/10/2018] Preta fudida ❣️ ok te amo mais q o bonoro ama o fascismo [2242 7/10/2018] João Carniel D ok t amo mais q o ciro ama o socialismo,1,"['❣', '💝', '💘', '💞', '💓', '💗', '💖', '💕', '💟', '❣']"
837,41041,⚡️ “Eduardo Bolsonaro bate Enéas e vira deputado mais votado da história https//t.co/jMD0W22z8J Assim como seu irmão CarlosBolsonaro que bateu recorde em votos para vereador do RJ a 2 anos atrás ),1,['⚡']
838,41074,Se tá ruim pra mim imagina pra coitada da minha amiga que descobriu que o quase noivo dela votou no bolsonaro hoje e escondeu essa intenção a relação toda (( forças para vc guerreira❤,0,['❤']
839,41091,Jao__Guilherme dihcoutinho eu entendo muito também não to feliz em votar no Haddad mas acho que o Bolsonaro representa um mal maior e se abster pode ter um efeito horroroso no futuro ( eu torço pra mudarem de ideia mas respeito demais vocês ♥️,0,['♥']
840,41199,yasminbastreghi eu entendo juro por deus que entendo mas bolsonaro não da ( para p pensar direitinho que você vai concordar cmg... ❤️,0,['❤']
841,41206,Já tava até sonhando em ver o cirogomes arregaçando o Bolsonaro nos debates do segundo turno 💔 Mas não faz mal digitei 12 com todo carinho e me orgulho disso ),1,['💔']
842,41236,Eu perdoo todo brasileiro que nos insultou na copa que venha tudo para cá que o vosso país esta fudido com Bolsonaro. Portugal está de braços abertos ) 🇵🇹❤🇧🇷,1,['❤']
843,41312,joohyunius Irei andar com o grupo da escola eles se preocupam bastante comigo ainda mais agora que o Bolsonaro ganhou eles tem medo de acontecer algo comigo ) felizmente tenho ótimas amizades Obrigada pela preocupação 💝 tenho a fav certa,1,['💝']
844,41332,Infelizmente o Bolsonaro vai ser o presidente mesmo 😭😭 So espero q ele faça um bom trabalho de coração mesmo tomara q eu queime muito a lingua mas a verdade é q isso provavelmente não vai acontecer 2019 recomeça a era do odio e intolerancia (,0,"['😭', '😭']"
845,41366,Brotou uma Bolsonaro nos meus comentários no fb... pior q é uma senhora q respeito pacas. ( Mas é ryca né? O que esperar? 🙄,0,['🙄']
